age,taille,poids,sport_licence,niveau_etude,region,smoker,nationalité_francaise,nb_enfants,quotient_caf,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
51,166.5,77.4,oui,5,Occitanie,oui,non,-1,382.5,4067,0.0,1.0,0.34,2021-04-14,574.7797217537943,5000.0,500.0
39,171.0,54.4,non,7,Corse,non,oui,4,267.7,2752,3.0,5.0,0.64,2022-02-13,315.0,5000.0,21776.19595031404
24,170.1,70.2,oui,7,Hauts-de-France,oui,oui,0,168.5,1476,6.0,2.5068201193520885,0.78,2020-03-08,523.0,5000.0,583.861397509983
73,172.7,75.6,non,0,Bretagne,non,non,3,181.6,1606,0.0,2.0,0.72,2024-06-20,564.0,5306.473283539622,500.0
64,175.9,70.1,oui,5,Occitanie,oui,oui,3,305.1,2241,3.0,2.5068201193520885,0.25,2025-01-31,303.0,5306.473283539622,20031.770573995796
60,169.6,71.7,non,8,Corse,oui,oui,0,307.8,4176,0.0,2.5068201193520885,0.77,2020-01-30,762.0,5306.473283539622,9010.07177278188
75,156.9,66.6,non,7,Hauts-de-France,oui,oui,2,435.2,2434,0.0,2.5068201193520885,0.26,2023-01-25,824.0,5000.0,8870.986862595675
47,156.5,55.1,non,7,Bretagne,oui,oui,3,258.9,2979,3.0,4.0,0.54,2025-05-05,679.0,5306.473283539622,25220.30067830573
68,171.3,95.5,oui,8,Corse,oui,oui,2,258.8,2617,3.0,5.0,0.95,2025-05-03,576.0,5306.473283539622,5687.576780110145
57,182.5,79.1,oui,5,Île-de-France,non,non,0,217.4,670,3.0,2.5068201193520885,0.39,2021-02-12,574.7797217537943,5306.473283539622,500.0
55,150.7,84.6,non,4,Hauts-de-France,non,oui,0,161.9,3615,2.0,2.5068201193520885,0.14,2021-01-15,574.7797217537943,5306.473283539622,500.0
74,152.9,81.7,non,7,Île-de-France,oui,oui,1,412.6,2083,3.0,2.5068201193520885,0.27,2021-06-21,830.0,5000.0,7153.293124327681
30,172.2,52.6,oui,8,Corse,non,oui,0,159.3,4259,0.0,4.0,0.24,2025-01-12,574.7797217537943,5306.473283539622,19299.06934190612
72,148.1,65.7,non,5,Île-de-France,non,oui,1,175.2,572,0.0,2.5068201193520885,0.74,2023-04-14,574.7797217537943,5306.473283539622,13647.890590030853
55,152.7,83.0,oui,7,Hauts-de-France,oui,non,4,318.4,1182,2.0,0.0,0.15,2021-06-26,574.7797217537943,5306.473283539622,500.0
25,167.9,63.7,non,7,Auvergne-Rhône-Alpes,non,oui,1,208.0,3153,2.0,2.5068201193520885,0.02,2021-06-22,574.7797217537943,5306.473283539622,17874.235500223538
62,168.1,90.1,oui,5,Provence-Alpes-Côte d’Azur,non,non,0,315.3,500,3.0,4.0,0.2,2023-08-07,835.0,5306.473283539622,500.0
18,169.3,84.6,non,8,Occitanie,oui,oui,0,294.9,2325,6.0,3.0,0.54,2023-02-20,426.0,5306.473283539622,6660.14056018698
61,181.0,91.6,oui,0,Île-de-France,non,non,1,177.1,1177,3.0,0.0,0.13,2024-05-18,574.7797217537943,5306.473283539622,500.0
38,180.6,70.8,non,5,Corse,oui,oui,2,231.7,2013,0.0,2.5068201193520885,0.38,2023-08-14,766.0,5000.0,500.0
73,154.0,73.6,oui,5,Hauts-de-France,non,oui,2,158.5,1008,3.0,2.5068201193520885,0.43,2024-04-20,785.0,5000.0,8690.736090286338
70,176.7,50.3,oui,7,Île-de-France,non,oui,3,203.6,2589,6.0,3.0,0.84,2020-02-24,574.7797217537943,5306.473283539622,37861.40470803715
44,157.1,82.8,non,7,Auvergne-Rhône-Alpes,oui,oui,0,167.5,3327,3.0,2.5068201193520885,0.56,2023-10-20,706.0,5306.473283539622,18104.3166305608
52,163.4,49.1,non,8,Normandie,oui,oui,2,234.5,2265,0.0,2.5068201193520885,0.79,2022-12-07,574.7797217537943,5000.0,3657.401228111487
72,178.5,52.1,oui,4,Île-de-France,oui,non,3,30.0,1304,3.0,2.0,0.54,2023-09-27,574.7797217537943,5306.473283539622,500.0
67,169.0,77.5,non,0,Normandie,non,oui,2,202.9,5373,3.0,2.5068201193520885,0.57,2022-02-01,600.0,5000.0,22686.38796973951
67,177.6,96.4,non,8,Île-de-France,oui,oui,0,197.1,1889,0.0,2.5068201193520885,0.25,2023-08-28,686.0,5306.473283539622,13779.780630074538
46,175.3,97.6,oui,7,Île-de-France,oui,non,3,133.3,2238,3.0,2.5068201193520885,1.0,2020-02-21,574.7797217537943,5306.473283539622,500.0
42,172.7,49.3,oui,4,Hauts-de-France,oui,non,3,378.8,859,6.0,0.0,0.88,2022-01-13,574.7797217537943,5000.0,500.0
37,167.9,50.9,non,0,Hauts-de-France,oui,oui,6,14.1,4248,2.0,3.0,0.05,2024-02-03,393.0,5306.473283539622,500.0
72,171.5,74.2,oui,0,Hauts-de-France,non,oui,1,57.5,2713,0.0,2.5068201193520885,0.29,2025-01-11,574.7797217537943,5306.473283539622,500.0
30,172.2,58.9,oui,0,Occitanie,oui,non,4,505.4,604,3.0,2.5068201193520885,0.61,2022-04-12,574.7797217537943,5000.0,500.0
30,172.2,59.6,oui,7,Île-de-France,oui,oui,1,286.2,1872,3.0,2.0,0.0,2020-12-01,574.7797217537943,5000.0,20762.04763200653
74,171.8,96.0,oui,0,Hauts-de-France,oui,oui,0,308.7,4098,3.0,2.5068201193520885,0.01,2022-01-29,574.7797217537943,5306.473283539622,500.0
54,178.2,39.4,non,0,Auvergne-Rhône-Alpes,non,oui,3,110.3,1207,6.0,2.5068201193520885,0.0,2023-06-26,449.0,5000.0,500.0
24,153.5,70.4,non,5,Normandie,oui,non,1,158.2,664,3.0,2.5068201193520885,0.83,2024-07-06,473.0,5000.0,500.0
26,180.1,50.2,non,0,Normandie,oui,non,2,203.1,3441,3.0,2.5068201193520885,0.3,2023-02-11,684.0,5000.0,500.0
41,168.1,94.3,non,7,Normandie,oui,non,2,292.6,3470,0.0,3.0,0.25,2022-07-02,574.7797217537943,5306.473283539622,500.0
73,164.7,62.7,oui,7,Provence-Alpes-Côte d’Azur,oui,oui,2,418.6,5556,2.0,2.5068201193520885,0.45,2020-02-25,574.7797217537943,5306.473283539622,28675.448682634997
37,198.5,73.6,non,8,Normandie,oui,oui,2,172.5,1377,3.0,2.5068201193520885,0.23,2022-08-29,464.0,5000.0,7165.531163392026
21,180.1,63.6,oui,4,Occitanie,non,oui,2,242.6,3223,3.0,3.0,0.81,2025-04-07,574.7797217537943,5000.0,25378.19946511641
37,168.9,74.8,oui,7,Auvergne-Rhône-Alpes,oui,non,3,352.4,1973,2.0,2.5068201193520885,0.08,2025-03-09,583.0,5000.0,500.0
20,183.6,73.6,oui,4,Hauts-de-France,non,oui,3,105.2,2015,3.0,2.5068201193520885,0.01,2021-03-01,685.0,5000.0,11431.716089092934
35,159.5,83.4,oui,5,Corse,oui,oui,2,286.1,500,2.0,3.0,0.97,2022-03-12,574.7797217537943,5000.0,500.0
46,182.2,70.8,non,5,Auvergne-Rhône-Alpes,non,oui,0,357.1,3370,3.0,2.5068201193520885,0.47,2024-06-29,574.7797217537943,5000.0,9167.02506709599
34,166.4,64.5,non,8,Corse,non,oui,5,261.5,2950,0.0,0.0,0.62,2021-05-16,421.0,5306.473283539622,23054.47464501352
56,170.7,88.8,non,5,Auvergne-Rhône-Alpes,oui,oui,2,292.7,4040,6.0,2.5068201193520885,0.23,2025-04-23,757.0,5000.0,16353.172023205609
70,166.3,62.7,oui,4,Normandie,non,oui,1,379.9,2583,2.0,2.5068201193520885,0.71,2020-07-27,828.0,5000.0,20998.787276301944
54,164.7,57.2,non,7,Provence-Alpes-Côte d’Azur,oui,oui,2,270.8,2967,3.0,3.0,0.8,2023-10-08,574.7797217537943,5306.473283539622,15609.119283184742
60,160.8,40.6,non,4,Hauts-de-France,oui,oui,1,232.6,3117,6.0,0.0,0.64,2021-11-21,574.7797217537943,5000.0,1396.6278358596358
21,157.6,71.9,non,4,Corse,non,oui,4,191.6,2363,3.0,0.0,0.12,2024-03-20,411.0,5306.473283539622,8496.026611697731
74,177.3,44.4,oui,5,Auvergne-Rhône-Alpes,non,non,1,166.3,1529,3.0,2.5068201193520885,0.6,2024-01-17,574.7797217537943,5306.473283539622,500.0
20,164.7,74.2,non,5,Île-de-France,oui,oui,2,234.0,2702,0.0,2.5068201193520885,0.51,2023-11-13,574.7797217537943,5306.473283539622,8653.87723597233
63,173.7,58.1,non,0,Auvergne-Rhône-Alpes,oui,oui,5,187.9,3465,0.0,4.0,0.07,2021-10-31,431.0,5000.0,9149.161763578935
33,178.7,76.6,non,0,Corse,oui,oui,1,390.2,500,3.0,2.0,0.01,2022-06-25,574.7797217537943,5000.0,500.0
29,168.6,81.5,oui,8,Normandie,non,non,3,200.4,2991,2.0,1.0,0.19,2021-02-26,574.7797217537943,5306.473283539622,2939.245569922148
71,169.6,87.2,non,8,Provence-Alpes-Côte d’Azur,oui,oui,3,155.8,4260,3.0,2.5068201193520885,0.26,2024-06-05,574.7797217537943,5306.473283539622,27972.973830461804
40,165.8,74.6,oui,5,Bretagne,non,oui,3,256.0,2347,0.0,2.0,0.48,2020-03-25,574.7797217537943,5000.0,22072.18711668109
19,157.2,66.5,non,7,Bretagne,oui,oui,0,335.3,3387,6.0,5.0,0.95,2022-01-15,636.0,5306.473283539622,6495.263182286487
66,160.0,53.9,non,5,Auvergne-Rhône-Alpes,non,oui,0,205.2,3596,3.0,1.0,0.78,2021-02-16,828.0,5000.0,20388.336637106466
29,174.7,77.1,non,4,Auvergne-Rhône-Alpes,non,non,1,324.1,2014,3.0,2.5068201193520885,0.7,2022-07-04,825.0,5306.473283539622,500.0
61,165.1,83.3,oui,4,Île-de-France,oui,non,2,152.1,3038,3.0,5.0,0.94,2021-12-07,338.0,5000.0,500.0
29,170.6,78.8,oui,4,Provence-Alpes-Côte d’Azur,oui,oui,0,402.0,1253,2.0,2.5068201193520885,0.37,2025-01-15,545.0,5306.473283539622,500.0
69,179.0,50.9,non,4,Occitanie,non,non,2,323.0,1625,2.0,2.5068201193520885,0.62,2024-04-25,763.0,5306.473283539622,500.0
26,183.0,64.0,non,4,Bretagne,oui,non,2,240.2,2989,3.0,2.0,0.16,2023-01-05,444.0,5306.473283539622,500.0
72,168.3,57.8,oui,4,Provence-Alpes-Côte d’Azur,non,oui,6,121.0,1592,2.0,2.0,0.32,2024-02-06,574.7797217537943,5000.0,33117.15433571829
67,171.8,58.6,oui,8,Bretagne,non,oui,2,260.5,4392,6.0,2.5068201193520885,0.39,2021-04-25,610.0,5306.473283539622,34716.98941518443
73,171.9,75.7,oui,8,Île-de-France,oui,oui,-2,409.7,1782,3.0,2.5068201193520885,0.9,2023-05-01,574.7797217537943,5000.0,500.0
35,157.8,68.5,non,0,Auvergne-Rhône-Alpes,non,oui,3,218.3,3525,0.0,0.0,0.43,2022-10-22,574.7797217537943,5306.473283539622,20416.016791226237
46,147.2,52.9,oui,7,Île-de-France,non,oui,2,160.0,3237,3.0,2.5068201193520885,0.28,2024-07-27,345.0,5000.0,30907.88054290951
44,162.6,108.7,non,7,Provence-Alpes-Côte d’Azur,non,non,4,220.1,2584,3.0,2.5068201193520885,0.49,2022-07-01,574.7797217537943,5306.473283539622,6022.74830183766
72,161.6,66.6,oui,4,Corse,oui,oui,3,364.7,1279,3.0,2.5068201193520885,0.93,2023-03-16,574.7797217537943,5306.473283539622,500.0
21,163.1,83.5,non,4,Corse,oui,non,0,212.2,888,6.0,5.0,0.26,2023-08-16,321.0,5306.473283539622,500.0
48,160.4,59.3,oui,0,Corse,non,oui,1,346.7,4093,3.0,2.5068201193520885,0.04,2020-03-16,574.7797217537943,5000.0,11492.403114334946
36,163.9,75.9,non,8,Auvergne-Rhône-Alpes,non,oui,2,313.4,1959,0.0,2.0,0.31,2021-11-18,503.0,5000.0,24712.688515799684
47,168.3,64.7,oui,5,Occitanie,oui,oui,1,-3.5,1589,0.0,2.5068201193520885,0.25,2020-09-20,574.7797217537943,5306.473283539622,500.0
22,161.2,78.4,non,8,Normandie,oui,oui,2,357.3,3627,3.0,2.5068201193520885,0.1,2021-11-11,574.7797217537943,5000.0,13545.311628245514
72,160.6,70.9,oui,0,Hauts-de-France,non,oui,2,170.0,966,3.0,2.5068201193520885,0.89,2022-10-07,678.0,5306.473283539622,500.0
74,186.0,75.2,oui,5,Normandie,oui,non,2,253.9,2044,6.0,2.5068201193520885,0.3,2020-05-09,574.7797217537943,5306.473283539622,500.0
63,165.9,47.3,oui,8,Normandie,oui,oui,0,410.3,2808,3.0,0.0,0.14,2024-06-23,574.7797217537943,5306.473283539622,4148.206421357786
59,169.4,56.5,non,7,Corse,non,oui,3,373.8,1691,6.0,2.0,0.47,2025-02-05,574.7797217537943,5000.0,18013.777488104493
52,159.6,67.5,non,8,Bretagne,non,oui,1,242.5,2213,3.0,2.0,0.64,2025-02-08,574.7797217537943,5000.0,16340.941991719255
70,177.5,80.1,non,4,Occitanie,oui,non,1,219.2,808,0.0,2.0,0.04,2023-08-15,574.7797217537943,5306.473283539622,500.0
34,156.6,73.0,non,8,Bretagne,non,non,0,154.1,1890,3.0,5.0,0.52,2022-07-26,794.0,5000.0,500.0
34,161.2,53.8,non,4,Occitanie,oui,non,2,104.9,3399,0.0,2.5068201193520885,0.61,2024-02-17,574.7797217537943,5000.0,500.0
70,163.3,60.0,oui,7,Hauts-de-France,oui,oui,1,214.4,834,3.0,2.5068201193520885,0.6,2025-03-16,574.7797217537943,5000.0,500.0
21,175.7,70.9,oui,8,Bretagne,non,non,1,373.5,1223,6.0,2.5068201193520885,0.48,2024-09-18,457.0,5000.0,3979.091088765719
74,178.1,86.1,oui,7,Normandie,oui,oui,3,238.7,2901,6.0,0.0,0.1,2024-03-27,611.0,5000.0,25477.54989779544
29,155.7,72.7,oui,7,Île-de-France,non,non,1,243.0,2504,0.0,1.0,0.68,2024-04-23,574.7797217537943,5000.0,4446.924778596131
22,171.5,59.4,non,5,Île-de-France,non,oui,0,239.7,3211,3.0,5.0,0.65,2024-06-13,315.0,5000.0,10236.036218544215
65,170.7,64.8,oui,7,Corse,oui,non,3,214.5,1990,6.0,4.0,0.07,2020-06-12,408.0,5000.0,500.0
50,175.3,70.9,non,5,Corse,oui,non,1,271.4,4448,3.0,3.0,0.92,2025-01-19,377.0,5306.473283539622,500.0
63,169.6,53.6,oui,4,Occitanie,non,non,1,325.7,1960,6.0,1.0,0.11,2022-10-01,574.7797217537943,5000.0,500.0
52,172.2,73.2,non,7,Hauts-de-France,non,oui,2,246.2,2003,3.0,0.0,0.09,2022-06-08,574.7797217537943,5306.473283539622,20406.55411346553
23,159.4,70.0,oui,4,Hauts-de-France,non,oui,1,43.4,4392,0.0,2.5068201193520885,0.02,2023-07-18,574.7797217537943,5306.473283539622,18260.82799853657
34,178.7,78.5,oui,5,Corse,oui,oui,3,164.3,3583,2.0,4.0,0.76,2024-09-09,574.7797217537943,5000.0,5851.594208841157
47,180.1,60.0,oui,4,Hauts-de-France,non,non,2,328.1,4039,3.0,2.5068201193520885,0.02,2023-10-31,574.7797217537943,5306.473283539622,500.0
42,166.7,54.2,oui,0,Auvergne-Rhône-Alpes,oui,oui,2,225.7,2778,3.0,2.5068201193520885,0.97,2020-01-09,432.0,5306.473283539622,5530.63439238481
55,173.0,82.6,non,0,Normandie,non,oui,0,221.9,2243,6.0,0.0,0.35,2023-01-29,398.0,5306.473283539622,500.0
51,160.9,59.2,non,5,Hauts-de-France,non,oui,4,309.4,3530,3.0,2.5068201193520885,0.78,2020-10-31,574.7797217537943,5306.473283539622,23268.34835932517
44,174.3,73.1,non,7,Bretagne,non,non,3,394.3,1770,6.0,2.5068201193520885,0.63,2022-09-22,574.7797217537943,5000.0,7781.638567297831
48,166.0,94.8,non,0,Occitanie,oui,non,4,156.9,2359,3.0,4.0,0.19,2022-05-01,587.0,5000.0,500.0
47,177.3,86.7,oui,8,Occitanie,oui,oui,2,412.0,3052,3.0,2.5068201193520885,0.32,2023-02-16,574.7797217537943,5306.473283539622,20377.70357218457
65,148.9,72.0,non,7,Île-de-France,oui,non,3,216.1,4012,0.0,0.0,0.51,2025-05-24,743.0,5306.473283539622,1235.9697866294102
51,178.1,78.1,non,5,Normandie,non,non,3,308.8,3254,3.0,3.0,0.35,2022-01-31,423.0,5000.0,500.0
72,167.2,83.6,oui,4,Occitanie,oui,non,5,358.6,1253,3.0,2.5068201193520885,0.81,2021-11-30,574.7797217537943,5000.0,500.0
34,166.5,88.1,non,4,Occitanie,non,oui,2,228.9,3686,6.0,2.0,0.53,2025-01-28,461.0,5306.473283539622,15687.769693940138
61,161.8,85.5,oui,7,Corse,oui,oui,5,259.3,1512,2.0,4.0,0.16,2020-10-30,574.7797217537943,5306.473283539622,9638.906300789704
31,183.3,51.0,oui,5,Bretagne,oui,oui,4,94.9,1596,2.0,2.5068201193520885,0.76,2023-10-09,574.7797217537943,5306.473283539622,12325.107883589792
24,183.0,40.6,oui,0,Auvergne-Rhône-Alpes,oui,oui,2,267.3,3100,0.0,2.5068201193520885,0.9,2020-10-17,437.0,5306.473283539622,8271.942069639817
30,160.5,86.6,non,8,Corse,non,non,2,291.8,3715,3.0,2.0,0.6,2020-02-25,574.7797217537943,5306.473283539622,500.0
54,166.2,73.6,non,7,Hauts-de-France,non,non,4,246.5,1499,2.0,2.5068201193520885,0.13,2023-08-03,835.0,5306.473283539622,2304.269654223353
61,175.1,80.7,oui,4,Corse,non,oui,1,476.0,3674,2.0,0.0,0.09,2021-12-22,574.7797217537943,5000.0,500.0
21,164.1,66.5,oui,4,Auvergne-Rhône-Alpes,non,non,2,95.2,3682,2.0,3.0,0.48,2020-07-28,820.0,5000.0,2022.6292284541191
26,159.6,91.4,non,0,Corse,oui,non,5,385.0,950,2.0,2.0,0.34,2022-05-21,574.7797217537943,5306.473283539622,500.0
53,182.6,67.5,oui,7,Hauts-de-France,non,oui,1,317.5,3829,3.0,3.0,0.75,2023-10-09,574.7797217537943,5306.473283539622,22860.58267201528
66,176.0,83.8,oui,7,Bretagne,oui,oui,4,221.5,1210,0.0,2.5068201193520885,0.04,2022-12-18,574.7797217537943,5306.473283539622,30220.303288876687
38,163.0,74.6,non,0,Hauts-de-France,oui,oui,1,170.0,2833,2.0,1.0,0.79,2025-03-01,777.0,5306.473283539622,500.0
19,176.9,59.3,non,5,Occitanie,oui,non,3,92.4,2299,0.0,2.0,0.2,2024-11-16,808.0,5000.0,500.0
45,177.7,70.5,oui,4,Bretagne,non,oui,-1,232.2,2253,0.0,0.0,0.4,2022-10-22,423.0,5000.0,5118.288245529029
28,161.4,70.0,oui,5,Provence-Alpes-Côte d’Azur,non,oui,0,539.0,3046,3.0,2.5068201193520885,0.21,2023-02-26,473.0,5000.0,22568.534187056044
71,169.4,92.8,oui,8,Occitanie,oui,non,2,287.9,2719,6.0,0.0,0.79,2025-04-30,393.0,5306.473283539622,500.0
43,176.7,75.9,non,7,Provence-Alpes-Côte d’Azur,non,non,2,352.3,621,2.0,2.5068201193520885,0.24,2023-06-01,574.7797217537943,5306.473283539622,500.0
36,170.7,75.6,oui,0,Hauts-de-France,non,oui,1,333.4,1552,3.0,2.5068201193520885,0.69,2022-10-08,574.7797217537943,5306.473283539622,500.0
73,165.3,49.8,oui,4,Bretagne,non,non,2,252.8,3580,3.0,3.0,0.76,2021-01-03,574.7797217537943,5306.473283539622,500.0
75,162.5,62.2,non,5,Île-de-France,non,non,1,182.1,2231,2.0,4.0,0.79,2024-11-27,574.7797217537943,5306.473283539622,500.0
65,168.4,74.1,oui,7,Auvergne-Rhône-Alpes,oui,oui,1,418.1,1545,3.0,2.5068201193520885,0.03,2022-03-26,574.7797217537943,5000.0,8207.387837169206
71,167.6,79.7,oui,0,Île-de-France,oui,oui,1,184.4,500,6.0,5.0,0.04,2024-03-10,531.0,5000.0,500.0
19,175.4,49.9,non,8,Bretagne,oui,oui,1,182.1,1941,0.0,2.5068201193520885,1.0,2023-01-24,574.7797217537943,5306.473283539622,12178.402211132225
51,178.1,71.4,non,0,Provence-Alpes-Côte d’Azur,non,oui,2,311.3,3432,3.0,2.5068201193520885,0.92,2023-01-08,574.7797217537943,5306.473283539622,7303.021487005565
24,173.2,70.6,non,7,Auvergne-Rhône-Alpes,oui,non,0,391.7,2853,6.0,2.5068201193520885,0.61,2023-01-22,838.0,5000.0,500.0
45,165.7,67.7,oui,0,Île-de-France,non,oui,1,349.2,4887,2.0,5.0,0.83,2023-03-19,691.0,5306.473283539622,24220.58091267365
72,167.7,91.6,non,5,Normandie,non,non,2,249.8,3348,6.0,2.5068201193520885,0.95,2024-07-17,574.7797217537943,5000.0,500.0
54,152.6,67.7,non,5,Île-de-France,oui,oui,2,364.2,1873,6.0,0.0,0.03,2020-01-10,660.0,5306.473283539622,23577.18419965729
61,164.3,78.2,non,8,Provence-Alpes-Côte d’Azur,oui,oui,1,171.0,2257,6.0,0.0,0.79,2023-08-28,529.0,5000.0,29414.635861400013
38,167.7,46.7,oui,7,Corse,non,oui,4,203.4,2940,3.0,1.0,0.12,2023-10-27,574.7797217537943,5306.473283539622,31431.457692213244
35,157.5,48.5,oui,7,Île-de-France,oui,oui,1,197.0,3042,2.0,2.0,0.45,2022-02-26,571.0,5000.0,21017.15122916572
75,175.3,65.5,non,4,Normandie,oui,non,1,362.9,2662,3.0,2.5068201193520885,0.18,2024-10-08,574.7797217537943,5306.473283539622,500.0
38,183.9,62.6,non,4,Hauts-de-France,oui,oui,2,384.2,2338,6.0,2.5068201193520885,0.61,2024-06-20,574.7797217537943,5000.0,1728.692712216964
24,182.9,77.9,oui,8,Auvergne-Rhône-Alpes,non,non,2,287.2,2927,3.0,0.0,0.32,2022-03-01,574.7797217537943,5306.473283539622,11696.020614183311
41,166.2,62.4,non,8,Provence-Alpes-Côte d’Azur,oui,non,3,286.5,2055,6.0,0.0,0.28,2023-10-20,479.0,5306.473283539622,500.0
31,171.1,62.5,oui,4,Provence-Alpes-Côte d’Azur,oui,oui,1,278.3,2719,6.0,0.0,0.39,2022-07-03,740.0,5306.473283539622,5694.689303140092
27,179.6,54.9,oui,7,Normandie,non,oui,3,80.4,4594,6.0,2.5068201193520885,0.86,2021-03-18,574.7797217537943,5306.473283539622,27705.253116398824
26,170.8,41.6,non,4,Hauts-de-France,non,oui,0,387.3,2170,3.0,2.5068201193520885,0.17,2023-10-11,574.7797217537943,5306.473283539622,500.0
20,189.3,89.2,non,8,Corse,non,non,0,346.9,2676,2.0,1.0,0.54,2020-07-28,574.7797217537943,5000.0,500.0
56,167.6,47.7,oui,7,Auvergne-Rhône-Alpes,non,non,1,212.1,1751,0.0,2.5068201193520885,0.79,2021-12-22,574.7797217537943,5000.0,500.0
28,152.5,82.3,oui,4,Occitanie,oui,non,1,184.4,2182,3.0,0.0,0.57,2022-06-18,574.7797217537943,5306.473283539622,500.0
55,177.8,71.8,oui,0,Occitanie,non,oui,0,107.3,3271,0.0,2.5068201193520885,0.81,2022-09-27,574.7797217537943,5306.473283539622,5317.9177451485375
50,170.6,64.1,oui,0,Hauts-de-France,oui,oui,3,446.6,2418,3.0,3.0,0.07,2021-08-08,574.7797217537943,5306.473283539622,3087.032958333689
55,187.1,71.8,oui,8,Île-de-France,oui,oui,1,153.0,2989,3.0,2.5068201193520885,0.91,2020-10-23,504.0,5306.473283539622,17226.11089866092
37,176.1,67.4,oui,5,Auvergne-Rhône-Alpes,non,oui,0,268.6,3495,3.0,2.5068201193520885,0.01,2022-06-04,813.0,5306.473283539622,16041.767487471783
35,158.1,52.4,oui,4,Bretagne,oui,oui,2,237.9,2725,2.0,1.0,0.99,2024-11-19,574.7797217537943,5000.0,11920.104956619864
39,157.7,68.2,non,5,Provence-Alpes-Côte d’Azur,oui,oui,2,234.3,2028,0.0,0.0,0.65,2020-09-27,574.7797217537943,5306.473283539622,500.0
32,165.4,70.5,oui,5,Bretagne,non,oui,4,273.0,1631,0.0,2.5068201193520885,0.31,2024-12-13,695.0,5306.473283539622,37173.25707030237
21,178.0,89.5,non,5,Occitanie,non,oui,0,326.3,3005,2.0,2.5068201193520885,0.57,2021-06-19,574.7797217537943,5306.473283539622,4856.939703327967
27,160.7,67.5,oui,0,Provence-Alpes-Côte d’Azur,non,non,0,191.1,2675,6.0,4.0,0.76,2022-04-21,395.0,5306.473283539622,500.0
29,170.2,67.5,non,8,Auvergne-Rhône-Alpes,oui,non,1,243.4,1980,3.0,1.0,0.66,2020-05-02,574.7797217537943,5306.473283539622,500.0
62,177.0,52.5,non,0,Provence-Alpes-Côte d’Azur,non,non,1,109.2,3920,3.0,4.0,0.36,2024-01-03,574.7797217537943,5306.473283539622,500.0
65,177.4,67.7,oui,0,Corse,oui,oui,2,408.5,3307,3.0,2.5068201193520885,0.95,2020-02-23,574.7797217537943,5000.0,500.0
34,175.5,78.2,non,5,Île-de-France,non,oui,0,-4.3,3156,3.0,3.0,0.42,2021-04-28,574.7797217537943,5000.0,1635.5210573716756
71,179.8,74.7,oui,0,Bretagne,oui,oui,0,128.7,3531,3.0,1.0,0.8,2020-04-06,574.7797217537943,5306.473283539622,500.0
70,170.3,83.3,oui,0,Bretagne,non,oui,2,313.8,3355,6.0,5.0,0.63,2020-01-23,574.7797217537943,5000.0,21295.54629398135
53,167.5,74.4,oui,5,Provence-Alpes-Côte d’Azur,oui,oui,2,158.5,2112,2.0,0.0,0.4,2024-11-24,574.7797217537943,5306.473283539622,3060.9079607278745
31,172.6,66.9,oui,0,Occitanie,non,non,1,359.4,3050,3.0,2.0,0.64,2020-04-30,574.7797217537943,5306.473283539622,500.0
49,166.3,75.3,non,7,Provence-Alpes-Côte d’Azur,oui,oui,4,202.7,2045,3.0,2.5068201193520885,0.71,2025-02-05,574.7797217537943,5000.0,19906.440895063628
72,173.7,78.5,non,7,Occitanie,oui,oui,3,161.4,2362,3.0,2.5068201193520885,0.44,2022-04-11,574.7797217537943,5306.473283539622,7569.093994855821
65,171.7,70.8,non,7,Hauts-de-France,non,oui,3,170.0,3187,6.0,2.5068201193520885,0.77,2024-06-20,710.0,5306.473283539622,22095.011983028395
26,160.0,74.1,non,4,Corse,oui,non,2,254.3,1300,0.0,2.5068201193520885,0.89,2024-10-27,574.7797217537943,5306.473283539622,500.0
49,182.6,89.4,oui,0,Île-de-France,oui,oui,3,90.0,938,3.0,2.5068201193520885,0.82,2022-12-26,574.7797217537943,5000.0,2401.015669458573
55,178.4,92.7,oui,7,Auvergne-Rhône-Alpes,oui,oui,2,386.7,1447,3.0,1.0,0.65,2023-10-03,574.7797217537943,5000.0,13868.586317050922
61,160.4,86.2,oui,7,Bretagne,non,oui,2,177.5,2746,0.0,2.5068201193520885,0.99,2022-03-06,574.7797217537943,5000.0,28651.71929461365
57,149.4,71.9,non,5,Provence-Alpes-Côte d’Azur,non,non,0,379.7,668,6.0,2.0,0.94,2022-02-10,673.0,5306.473283539622,500.0
68,171.5,68.6,non,5,Provence-Alpes-Côte d’Azur,oui,non,1,260.8,1698,3.0,2.0,0.9,2021-03-16,362.0,5306.473283539622,500.0
74,184.4,60.3,non,8,Auvergne-Rhône-Alpes,oui,oui,0,148.8,2484,0.0,4.0,0.73,2022-07-03,737.0,5306.473283539622,8560.701710176696
24,168.6,38.5,non,0,Auvergne-Rhône-Alpes,non,oui,0,183.5,500,3.0,2.5068201193520885,0.58,2023-10-26,719.0,5306.473283539622,500.0
62,151.3,50.9,non,0,Bretagne,non,oui,4,109.0,2431,3.0,1.0,0.1,2020-11-17,451.0,5000.0,8343.162232334444
23,166.1,67.9,non,7,Île-de-France,oui,oui,2,349.5,3208,6.0,2.0,0.46,2023-04-16,574.7797217537943,5000.0,17207.54278779185
